NACA 0010
   0.70313	  -0.03028
   0.71032	  -0.02969
   0.71745	  -0.02910
   0.72453	  -0.02851
   0.73156	  -0.02792
   0.73852	  -0.02732
   0.74543	  -0.02673
   0.75228	  -0.02614
   0.75906	  -0.02555
   0.76578	  -0.02495
   0.77243	  -0.02436
   0.77901	  -0.02377
   0.78553	  -0.02318
   0.79197	  -0.02260
   0.79835	  -0.02201
   0.80464	  -0.02143
   0.81086	  -0.02085
   0.81701	  -0.02027
   0.82307	  -0.01970
   0.82905	  -0.01913
   0.83496	  -0.01857
   0.84077	  -0.01800
   0.84651	  -0.01745
   0.85215	  -0.01689
   0.85771	  -0.01635
   0.86318	  -0.01580
   0.86856	  -0.01527
   0.87385	  -0.01474
   0.87905	  -0.01421
   0.88415	  -0.01369
   0.88915	  -0.01318
   0.89406	  -0.01268
   0.89887	  -0.01218
   0.90358	  -0.01169
   0.90819	  -0.01121
   0.91270	  -0.01074
   0.91710	  -0.01027
   0.92140	  -0.00982
   0.92560	  -0.00937
   0.92969	  -0.00893
   0.93367	  -0.00850
   0.93754	  -0.00808
   0.94131	  -0.00767
   0.94496	  -0.00727
   0.94851	  -0.00688
   0.95194	  -0.00651
   0.95526	  -0.00614
   0.95847	  -0.00578
   0.96156	  -0.00544
   0.96454	  -0.00511
   0.96740	  -0.00479
   0.97015	  -0.00448
   0.97277	  -0.00418
   0.97528	  -0.00390
   0.97768	  -0.00363
   0.97995	  -0.00337
   0.98210	  -0.00312
   0.98413	  -0.00289
   0.98605	  -0.00267
   0.98784	  -0.00246
   0.98951	  -0.00227
   0.99105	  -0.00209
   0.99248	  -0.00192
   0.99378	  -0.00177
   0.99496	  -0.00164
   0.99602	  -0.00151
   0.99695	  -0.00141
   0.99776	  -0.00131
   0.99844	  -0.00123
   0.99900	  -0.00117
   0.99944	  -0.00112
   0.99975	  -0.00108
   0.99994	  -0.00106
   1.00000	  -0.00105
